KEGG_GeneID	UniProtID	KEGG_PathwayID	KEGG_PathwayName
hsa:2316	P21333	hsa04010	MAPK signaling pathway
hsa:2316	Q60FE5	hsa04010	MAPK signaling pathway
hsa:2316	Q6NXF2	hsa04010	MAPK signaling pathway
hsa:23162	Q9UPT6	hsa04010	MAPK signaling pathway
hsa:2317	O75369	hsa04010	MAPK signaling pathway
hsa:2318	Q14315	hsa04010	MAPK signaling pathway
hsa:2318	Q59H94	hsa04010	MAPK signaling pathway
hsa:2321	P17948	hsa04010	MAPK signaling pathway
hsa:2321	L7RSL3	hsa04010	MAPK signaling pathway
hsa:2322	P36888	hsa04010	MAPK signaling pathway
hsa:2323	P49771	hsa04010	MAPK signaling pathway
hsa:2323	B7ZLY4	hsa04010	MAPK signaling pathway
hsa:2324	P35916	hsa04010	MAPK signaling pathway
hsa:23542	Q13387	hsa04010	MAPK signaling pathway
hsa:25780	Q8IV61	hsa04010	MAPK signaling pathway
hsa:26281	Q9NP95	hsa04010	MAPK signaling pathway
hsa:26291	Q9NSA1	hsa04010	MAPK signaling pathway
hsa:27006	Q9HCT0	hsa04010	MAPK signaling pathway
hsa:27091	Q9UF02	hsa04010	MAPK signaling pathway
hsa:27092	Q9UBN1	hsa04010	MAPK signaling pathway
hsa:27092	A0A024R8J8	hsa04010	MAPK signaling pathway
hsa:27330	Q9UK32	hsa04010	MAPK signaling pathway
hsa:2768	Q03113	hsa04010	MAPK signaling pathway
hsa:2768	Q6ZQV4	hsa04010	MAPK signaling pathway
hsa:284	Q15389	hsa04010	MAPK signaling pathway
hsa:285	O15123	hsa04010	MAPK signaling pathway
hsa:2872	Q9HBH9	hsa04010	MAPK signaling pathway
hsa:2872	B3KS07	hsa04010	MAPK signaling pathway
hsa:3164	P22736	hsa04010	MAPK signaling pathway
hsa:3164	A0A024R126	hsa04010	MAPK signaling pathway
hsa:3315	P04792	hsa04010	MAPK signaling pathway
hsa:3315	V9HW43	hsa04010	MAPK signaling pathway
hsa:3481	P01344	hsa04010	MAPK signaling pathway
hsa:3552	P01583	hsa04010	MAPK signaling pathway
hsa:3554	P14778	hsa04010	MAPK signaling pathway
hsa:3556	Q9NPH3	hsa04010	MAPK signaling pathway
hsa:3556	A8K6K4	hsa04010	MAPK signaling pathway
hsa:3630	P01308	hsa04010	MAPK signaling pathway
hsa:3630	I3WAC9	hsa04010	MAPK signaling pathway
hsa:3643	P06213	hsa04010	MAPK signaling pathway
hsa:3654	P51617	hsa04010	MAPK signaling pathway
hsa:3727	P17535	hsa04010	MAPK signaling pathway
hsa:374	P15514	hsa04010	MAPK signaling pathway
hsa:3815	P10721	hsa04010	MAPK signaling pathway
hsa:3925	P16949	hsa04010	MAPK signaling pathway
hsa:408	P49407	hsa04010	MAPK signaling pathway
hsa:408	B7Z1Q3	hsa04010	MAPK signaling pathway
hsa:409	P32121	hsa04010	MAPK signaling pathway
hsa:4137	P10636	hsa04010	MAPK signaling pathway
hsa:4137	A0A024R9Y1	hsa04010	MAPK signaling pathway
hsa:4149	P61244	hsa04010	MAPK signaling pathway
hsa:4149	Q8TAX8	hsa04010	MAPK signaling pathway
hsa:4208	Q06413	hsa04010	MAPK signaling pathway
hsa:4208	A0A024RAL7	hsa04010	MAPK signaling pathway
hsa:4214	Q13233	hsa04010	MAPK signaling pathway
hsa:4215	Q99759	hsa04010	MAPK signaling pathway
hsa:4216	Q9Y6R4	hsa04010	MAPK signaling pathway
hsa:4216	Q9P1M2	hsa04010	MAPK signaling pathway
hsa:4254	P21583	hsa04010	MAPK signaling pathway
hsa:4254	A0A024RBC0	hsa04010	MAPK signaling pathway
hsa:4296	Q16584	hsa04010	MAPK signaling pathway
hsa:4296	A0A024R5E6	hsa04010	MAPK signaling pathway
hsa:4609	P01106	hsa04010	MAPK signaling pathway
hsa:4615	Q99836	hsa04010	MAPK signaling pathway
hsa:4615	A0A0A0MS70	hsa04010	MAPK signaling pathway
hsa:4616	O75293	hsa04010	MAPK signaling pathway
hsa:468	P18848	hsa04010	MAPK signaling pathway
hsa:4772	O95644	hsa04010	MAPK signaling pathway
hsa:4775	Q12968	hsa04010	MAPK signaling pathway
hsa:4775	B5B2S1	hsa04010	MAPK signaling pathway
hsa:4791	Q00653	hsa04010	MAPK signaling pathway
hsa:4803	P01138	hsa04010	MAPK signaling pathway
hsa:4804	P08138	hsa04010	MAPK signaling pathway
hsa:4908	P20783	hsa04010	MAPK signaling pathway
hsa:4909	P34130	hsa04010	MAPK signaling pathway
hsa:4909	A0A024QZE4	hsa04010	MAPK signaling pathway
hsa:4914	P04629	hsa04010	MAPK signaling pathway
hsa:4915	Q16620	hsa04010	MAPK signaling pathway
hsa:4915	Q5VWE5	hsa04010	MAPK signaling pathway
hsa:4915	Q548C2	hsa04010	MAPK signaling pathway
hsa:5058	Q13153	hsa04010	MAPK signaling pathway
hsa:5058	A0A024R5P0	hsa04010	MAPK signaling pathway
hsa:5062	Q13177	hsa04010	MAPK signaling pathway
hsa:5062	A8K5M4	hsa04010	MAPK signaling pathway
hsa:51135	Q9NWZ3	hsa04010	MAPK signaling pathway
hsa:51135	Q69FE3	hsa04010	MAPK signaling pathway
hsa:51135	B4E359	hsa04010	MAPK signaling pathway
hsa:51295	Q9BQ95	hsa04010	MAPK signaling pathway
hsa:51347	Q9H2K8	hsa04010	MAPK signaling pathway
hsa:51378	Q9Y264	hsa04010	MAPK signaling pathway
hsa:51701	Q9UBE8	hsa04010	MAPK signaling pathway
hsa:51701	A0A024QZ12	hsa04010	MAPK signaling pathway
hsa:51776	Q9NYL2	hsa04010	MAPK signaling pathway
hsa:5228	P49763	hsa04010	MAPK signaling pathway
hsa:5228	Q53XY6	hsa04010	MAPK signaling pathway
hsa:5228	Q86TW6	hsa04010	MAPK signaling pathway
hsa:5494	P35813	hsa04010	MAPK signaling pathway
hsa:5494	A0A024R6A5	hsa04010	MAPK signaling pathway
hsa:5495	O75688	hsa04010	MAPK signaling pathway
hsa:5530	Q08209	hsa04010	MAPK signaling pathway
hsa:5530	A0A0S2Z4C6	hsa04010	MAPK signaling pathway
hsa:5532	P16298	hsa04010	MAPK signaling pathway
hsa:5533	P48454	hsa04010	MAPK signaling pathway
hsa:5534	P63098	hsa04010	MAPK signaling pathway
hsa:5535	Q96LZ3	hsa04010	MAPK signaling pathway
hsa:5535	A0A494C014	hsa04010	MAPK signaling pathway
hsa:5536	P53041	hsa04010	MAPK signaling pathway
hsa:5536	A0A024R0Q7	hsa04010	MAPK signaling pathway
hsa:55799	Q8IZS8	hsa04010	MAPK signaling pathway
hsa:55970	Q9UBI6	hsa04010	MAPK signaling pathway
hsa:5598	Q13164	hsa04010	MAPK signaling pathway
hsa:5598	A0A024QZ20	hsa04010	MAPK signaling pathway
hsa:5606	P46734	hsa04010	MAPK signaling pathway
hsa:5606	Q6FI23	hsa04010	MAPK signaling pathway
hsa:5607	Q13163	hsa04010	MAPK signaling pathway
hsa:5607	A0A024R5Y2	hsa04010	MAPK signaling pathway
hsa:5608	P52564	hsa04010	MAPK signaling pathway
hsa:5608	A8K3Y2	hsa04010	MAPK signaling pathway
hsa:5609	O14733	hsa04010	MAPK signaling pathway
hsa:57551	Q7L7X3	hsa04010	MAPK signaling pathway
hsa:57551	A0A024QZ70	hsa04010	MAPK signaling pathway
hsa:5778	P35236	hsa04010	MAPK signaling pathway
hsa:5778	A0A024R9A7	hsa04010	MAPK signaling pathway
hsa:5801	Q15256	hsa04010	MAPK signaling pathway
hsa:5871	Q12851	hsa04010	MAPK signaling pathway
hsa:5871	A0A024R567	hsa04010	MAPK signaling pathway
hsa:5879	P63000	hsa04010	MAPK signaling pathway
hsa:5879	A4D2P1	hsa04010	MAPK signaling pathway
hsa:5880	P15153	hsa04010	MAPK signaling pathway
hsa:5880	A0A024R1P2	hsa04010	MAPK signaling pathway
hsa:5880	V9H0H7	hsa04010	MAPK signaling pathway
hsa:5881	P60763	hsa04010	MAPK signaling pathway
hsa:5906	P62834	hsa04010	MAPK signaling pathway
hsa:5906	A8KAH9	hsa04010	MAPK signaling pathway
hsa:5908	P61224	hsa04010	MAPK signaling pathway
hsa:5908	A0A024RB87	hsa04010	MAPK signaling pathway
hsa:5921	P20936	hsa04010	MAPK signaling pathway
hsa:5921	Q59GK3	hsa04010	MAPK signaling pathway
hsa:5922	Q15283	hsa04010	MAPK signaling pathway
hsa:5923	Q13972	hsa04010	MAPK signaling pathway
hsa:5923	A8K270	hsa04010	MAPK signaling pathway
hsa:5924	O14827	hsa04010	MAPK signaling pathway
hsa:5924	A0A2X0SFL3	hsa04010	MAPK signaling pathway
hsa:5924	Q68DX5	hsa04010	MAPK signaling pathway
hsa:59283	Q8WXS5	hsa04010	MAPK signaling pathway
hsa:59284	P62955	hsa04010	MAPK signaling pathway
hsa:59285	Q9BXT2	hsa04010	MAPK signaling pathway
hsa:5971	Q01201	hsa04010	MAPK signaling pathway
hsa:6195	Q15418	hsa04010	MAPK signaling pathway
hsa:6196	Q15349	hsa04010	MAPK signaling pathway
hsa:6197	P51812	hsa04010	MAPK signaling pathway
hsa:6197	A0A384MDW3	hsa04010	MAPK signaling pathway
hsa:6237	P10301	hsa04010	MAPK signaling pathway
hsa:6237	A0A024QZF2	hsa04010	MAPK signaling pathway
hsa:627	P23560	hsa04010	MAPK signaling pathway
hsa:627	A0A0E3SU01	hsa04010	MAPK signaling pathway
hsa:6416	P45985	hsa04010	MAPK signaling pathway
hsa:6722	P11831	hsa04010	MAPK signaling pathway
hsa:6722	A0A024RD16	hsa04010	MAPK signaling pathway
hsa:6788	Q13188	hsa04010	MAPK signaling pathway
hsa:6788	A0A384MR07	hsa04010	MAPK signaling pathway
hsa:6789	Q13043	hsa04010	MAPK signaling pathway
hsa:6885	O43318	hsa04010	MAPK signaling pathway
hsa:7010	Q02763	hsa04010	MAPK signaling pathway
hsa:7010	Q59HG2	hsa04010	MAPK signaling pathway
hsa:7040	P01137	hsa04010	MAPK signaling pathway
hsa:7040	A0A499FJK2	hsa04010	MAPK signaling pathway
hsa:7042	P61812	hsa04010	MAPK signaling pathway
hsa:7042	Q59EG9	hsa04010	MAPK signaling pathway
hsa:7043	P10600	hsa04010	MAPK signaling pathway
hsa:7043	A5YM40	hsa04010	MAPK signaling pathway
hsa:7046	P36897	hsa04010	MAPK signaling pathway
hsa:7046	Q5T7S2	hsa04010	MAPK signaling pathway
hsa:7046	B4DXN7	hsa04010	MAPK signaling pathway
hsa:7048	P37173	hsa04010	MAPK signaling pathway
hsa:7048	A3QNQ0	hsa04010	MAPK signaling pathway
hsa:7132	P19438	hsa04010	MAPK signaling pathway
hsa:7186	Q12933	hsa04010	MAPK signaling pathway
hsa:7186	A0A024R8H5	hsa04010	MAPK signaling pathway
hsa:7189	Q9Y4K3	hsa04010	MAPK signaling pathway
hsa:7423	P49765	hsa04010	MAPK signaling pathway
hsa:7423	Q7LAP4	hsa04010	MAPK signaling pathway
hsa:7424	P49767	hsa04010	MAPK signaling pathway
hsa:773	O00555	hsa04010	MAPK signaling pathway
hsa:774	Q00975	hsa04010	MAPK signaling pathway
hsa:775	Q13936	hsa04010	MAPK signaling pathway
hsa:775	Q5V9X9	hsa04010	MAPK signaling pathway
hsa:775	Q59GU3	hsa04010	MAPK signaling pathway
hsa:776	Q01668	hsa04010	MAPK signaling pathway
hsa:776	Q59GD8	hsa04010	MAPK signaling pathway
hsa:777	Q15878	hsa04010	MAPK signaling pathway
hsa:777	Q59FG1	hsa04010	MAPK signaling pathway
hsa:778	O60840	hsa04010	MAPK signaling pathway
hsa:7786	Q12852	hsa04010	MAPK signaling pathway
hsa:7786	A0A024RAY5	hsa04010	MAPK signaling pathway
hsa:779	Q13698	hsa04010	MAPK signaling pathway
hsa:781	P54289	hsa04010	MAPK signaling pathway
hsa:782	Q02641	hsa04010	MAPK signaling pathway
hsa:783	Q08289	hsa04010	MAPK signaling pathway
hsa:784	P54284	hsa04010	MAPK signaling pathway
hsa:785	O00305	hsa04010	MAPK signaling pathway
hsa:786	Q06432	hsa04010	MAPK signaling pathway
hsa:7867	Q16644	hsa04010	MAPK signaling pathway
hsa:7867	A0A024R2W7	hsa04010	MAPK signaling pathway
hsa:8074	Q9GZV9	hsa04010	MAPK signaling pathway
hsa:80824	Q9BY84	hsa04010	MAPK signaling pathway
hsa:80824	A0A024RAR2	hsa04010	MAPK signaling pathway
hsa:84867	P54829	hsa04010	MAPK signaling pathway
hsa:84867	Q86TL3	hsa04010	MAPK signaling pathway
hsa:8491	Q8IVH8	hsa04010	MAPK signaling pathway
hsa:8491	A8K602	hsa04010	MAPK signaling pathway
hsa:8491	B3KMM5	hsa04010	MAPK signaling pathway
hsa:8550	Q8IW41	hsa04010	MAPK signaling pathway
hsa:8569	Q9BUB5	hsa04010	MAPK signaling pathway
hsa:8649	Q9UHA4	hsa04010	MAPK signaling pathway
hsa:8717	Q15628	hsa04010	MAPK signaling pathway
hsa:8817	O76093	hsa04010	MAPK signaling pathway
hsa:8822	O60258	hsa04010	MAPK signaling pathway
hsa:8823	O43320	hsa04010	MAPK signaling pathway
hsa:8911	Q9P0X4	hsa04010	MAPK signaling pathway
hsa:8912	O95180	hsa04010	MAPK signaling pathway
hsa:8912	B3KQH9	hsa04010	MAPK signaling pathway
hsa:8913	O43497	hsa04010	MAPK signaling pathway
hsa:8986	O75676	hsa04010	MAPK signaling pathway
hsa:8986	A0PJF8	hsa04010	MAPK signaling pathway
hsa:9020	Q99558	hsa04010	MAPK signaling pathway
hsa:9020	Q68D39	hsa04010	MAPK signaling pathway
hsa:9064	O95382	hsa04010	MAPK signaling pathway
hsa:9175	O43283	hsa04010	MAPK signaling pathway
hsa:9252	O75582	hsa04010	MAPK signaling pathway
hsa:9254	Q9NY47	hsa04010	MAPK signaling pathway
hsa:9261	P49137	hsa04010	MAPK signaling pathway
hsa:929	P08571	hsa04010	MAPK signaling pathway
hsa:9344	Q9UL54	hsa04010	MAPK signaling pathway
hsa:93589	Q7Z3S7	hsa04010	MAPK signaling pathway
hsa:9448	O95819	hsa04010	MAPK signaling pathway
hsa:9479	Q9UQF2	hsa04010	MAPK signaling pathway
hsa:9479	Q6NUQ9	hsa04010	MAPK signaling pathway
hsa:9693	Q9Y4G8	hsa04010	MAPK signaling pathway
hsa:994	P30305	hsa04010	MAPK signaling pathway
hsa:994	B3KS38	hsa04010	MAPK signaling pathway
hsa:994	Q6MZW8	hsa04010	MAPK signaling pathway
hsa:9965	O95750	hsa04010	MAPK signaling pathway
hsa:998	P60953	hsa04010	MAPK signaling pathway
hsa:998	A0A024RAA5	hsa04010	MAPK signaling pathway
hsa:5743	P35354	hsa04657	IL
hsa:2932	P49841	hsa04657	IL
hsa:2932	Q6FI27	hsa04657	IL
hsa:3569	P05231	hsa04657	IL
hsa:3569	Q75MH2	hsa04657	IL
hsa:3569	B4DVM1	hsa04657	IL
hsa:5594	P28482	hsa04657	IL
hsa:5594	Q1HBJ4	hsa04657	IL
hsa:5594	Q499G7	hsa04657	IL
hsa:5595	P27361	hsa04657	IL
hsa:5595	L7RXH5	hsa04657	IL
hsa:1432	Q16539	hsa04657	IL
hsa:1432	L7RSM2	hsa04657	IL
hsa:2353	P01100	hsa04657	IL
hsa:2353	Q6FG41	hsa04657	IL
hsa:3725	P05412	hsa04657	IL
hsa:4318	P14780	hsa04657	IL
hsa:5599	P45983	hsa04657	IL
hsa:5599	A1L4K2	hsa04657	IL
hsa:5600	Q15759	hsa04657	IL
hsa:5601	P45984	hsa04657	IL
hsa:5602	P53779	hsa04657	IL
hsa:5602	A0A286YF97	hsa04657	IL
hsa:5603	O15264	hsa04657	IL
hsa:5603	A0A024RD04	hsa04657	IL
hsa:6300	P53778	hsa04657	IL
hsa:1147	O15111	hsa04657	IL
hsa:3551	O14920	hsa04657	IL
hsa:3553	P01584	hsa04657	IL
hsa:4790	P19838	hsa04657	IL
hsa:5970	Q04206	hsa04657	IL
hsa:7124	P01375	hsa04657	IL
hsa:7124	Q5STB3	hsa04657	IL
hsa:8517	Q9Y6K9	hsa04657	IL
hsa:836	P42574	hsa04657	IL
hsa:841	Q14790	hsa04657	IL
hsa:8772	Q13158	hsa04657	IL
hsa:6426	Q07955	hsa04657	IL
hsa:3458	P01579	hsa04657	IL
hsa:4312	P03956	hsa04657	IL
hsa:4312	Q53G95	hsa04657	IL
hsa:23118	Q9NYJ8	hsa04657	IL
hsa:3727	P17535	hsa04657	IL
hsa:5598	Q13164	hsa04657	IL
hsa:5598	A0A024QZ20	hsa04657	IL
hsa:6885	O43318	hsa04657	IL
hsa:7186	Q12933	hsa04657	IL
hsa:7186	A0A024R8H5	hsa04657	IL
hsa:7189	Q9Y4K3	hsa04657	IL
hsa:8717	Q15628	hsa04657	IL
hsa:29110	Q9UHD2	hsa04657	IL
hsa:4792	P25963	hsa04657	IL
hsa:112744	Q96PD4	hsa04657	IL
hsa:132014	Q8NFR9	hsa04657	IL
hsa:1437	P04141	hsa04657	IL
hsa:1440	P09919	hsa04657	IL
hsa:1440	Q8N4W3	hsa04657	IL
hsa:23765	Q96F46	hsa04657	IL
hsa:27189	Q9P0M4	hsa04657	IL
hsa:27190	Q9UHF5	hsa04657	IL
hsa:2919	P09341	hsa04657	IL
hsa:2920	P19875	hsa04657	IL
hsa:2920	A0A024RDD9	hsa04657	IL
hsa:2921	P19876	hsa04657	IL
hsa:3565	P05112	hsa04657	IL
hsa:3565	D4HNR6	hsa04657	IL
hsa:3567	P05113	hsa04657	IL
hsa:3576	P10145	hsa04657	IL
hsa:3576	A0A024RDA5	hsa04657	IL
hsa:3596	P35225	hsa04657	IL
hsa:3605	Q16552	hsa04657	IL
hsa:3627	P02778	hsa04657	IL
hsa:53342	Q8TAD2	hsa04657	IL
hsa:55540	Q9NRM6	hsa04657	IL
hsa:6347	P13500	hsa04657	IL
hsa:6354	P80098	hsa04657	IL
hsa:6356	P51671	hsa04657	IL
hsa:6356	Q6I9T4	hsa04657	IL
hsa:6361	Q92583	hsa04657	IL
hsa:6364	P78556	hsa04657	IL
hsa:6372	P80162	hsa04657	IL
hsa:6374	P42830	hsa04657	IL
hsa:6374	Q6I9S7	hsa04657	IL
hsa:64806	Q9H293	hsa04657	IL
hsa:84818	Q8NAC3	hsa04657	IL
hsa:257397	Q8N5C8	hsa04657	IL
hsa:7128	P21580	hsa04657	IL
hsa:7187	Q13114	hsa04657	IL
hsa:7188	O00463	hsa04657	IL
hsa:51433	Q9UJX4	hsa04657	IL
hsa:3320	P07900	hsa04657	IL
hsa:3320	K9JA46	hsa04657	IL
hsa:3326	P08238	hsa04657	IL
hsa:3326	A0A024RD80	hsa04657	IL
hsa:7184	P14625	hsa04657	IL
hsa:7184	V9HWP2	hsa04657	IL
hsa:1994	Q15717	hsa04657	IL
hsa:10758	O43734	hsa04657	IL
hsa:8061	P15407	hsa04657	IL
hsa:8061	A0A0S2Z595	hsa04657	IL
hsa:2354	P53539	hsa04657	IL
hsa:2354	A0A024R0P6	hsa04657	IL
hsa:9641	Q14164	hsa04657	IL
hsa:100289462	O15263	hsa04657	IL
hsa:1673	O15263	hsa04657	IL
hsa:1051	P17676	hsa04657	IL
hsa:225689	Q8TD08	hsa04657	IL
hsa:29761	Q9UHP3	hsa04657	IL
hsa:338324	Q86SG5	hsa04657	IL
hsa:3934	P80188	hsa04657	IL
hsa:4314	P08254	hsa04657	IL
hsa:4322	P45452	hsa04657	IL
hsa:4322	Q53H33	hsa04657	IL
hsa:4586	P98088	hsa04657	IL
hsa:5596	P31152	hsa04657	IL
hsa:5597	Q16659	hsa04657	IL
hsa:6278	P31151	hsa04657	IL
hsa:6279	P05109	hsa04657	IL
hsa:6280	P06702	hsa04657	IL
hsa:727897	Q9HC84	hsa04657	IL
hsa:9618	Q9BUZ4	hsa04657	IL
hsa:9618	A0A024QZ59	hsa04657	IL
hsa:116285	Q08AH1	hsa00785	Lipoic acid metabolism
hsa:116285	B2RAP4	hsa00785	Lipoic acid metabolism
hsa:11019	O43766	hsa00785	Lipoic acid metabolism
hsa:11019	A0A024R9W0	hsa00785	Lipoic acid metabolism
hsa:387787	A6NK58	hsa00785	Lipoic acid metabolism
hsa:51601	Q9Y234	hsa00785	Lipoic acid metabolism
hsa:52	P24666	hsa04520	Adherens junction
hsa:52	Q59EH3	hsa04520	Adherens junction
hsa:1956	P00533	hsa04520	Adherens junction
hsa:1956	Q504U8	hsa04520	Adherens junction
hsa:1956	F2YGG7	hsa04520	Adherens junction
hsa:2064	P04626	hsa04520	Adherens junction
hsa:2064	X5DNK3	hsa04520	Adherens junction
hsa:3480	P08069	hsa04520	Adherens junction
hsa:4233	P08581	hsa04520	Adherens junction
hsa:4233	A0A024R759	hsa04520	Adherens junction
hsa:5594	P28482	hsa04520	Adherens junction
hsa:5594	Q1HBJ4	hsa04520	Adherens junction
hsa:5594	Q499G7	hsa04520	Adherens junction
hsa:5595	P27361	hsa04520	Adherens junction
hsa:5595	L7RXH5	hsa04520	Adherens junction
hsa:6714	P12931	hsa04520	Adherens junction
hsa:1457	P68400	hsa04520	Adherens junction
hsa:1459	P19784	hsa04520	Adherens junction
hsa:1460	P67870	hsa04520	Adherens junction
hsa:1460	N0E4C7	hsa04520	Adherens junction
hsa:283106	Q8NEV1	hsa04520	Adherens junction
hsa:10580	Q9BX66	hsa04520	Adherens junction
hsa:2260	P11362	hsa04520	Adherens junction
hsa:3643	P06213	hsa04520	Adherens junction
hsa:51701	Q9UBE8	hsa04520	Adherens junction
hsa:51701	A0A024QZ12	hsa04520	Adherens junction
hsa:5879	P63000	hsa04520	Adherens junction
hsa:5879	A4D2P1	hsa04520	Adherens junction
hsa:5880	P15153	hsa04520	Adherens junction
hsa:5880	A0A024R1P2	hsa04520	Adherens junction
hsa:5880	V9H0H7	hsa04520	Adherens junction
hsa:5881	P60763	hsa04520	Adherens junction
hsa:6885	O43318	hsa04520	Adherens junction
hsa:7046	P36897	hsa04520	Adherens junction
hsa:7046	Q5T7S2	hsa04520	Adherens junction
hsa:7046	B4DXN7	hsa04520	Adherens junction
hsa:7048	P37173	hsa04520	Adherens junction
hsa:7048	A3QNQ0	hsa04520	Adherens junction
hsa:998	P60953	hsa04520	Adherens junction
hsa:998	A0A024RAA5	hsa04520	Adherens junction
hsa:387	P61586	hsa04520	Adherens junction
hsa:387	A0A024R324	hsa04520	Adherens junction
hsa:4301	P55196	hsa04520	Adherens junction
hsa:4301	A8MQ02	hsa04520	Adherens junction
hsa:4301	G1UI22	hsa04520	Adherens junction
hsa:1499	P35222	hsa04520	Adherens junction
hsa:1499	A0A024R2Q3	hsa04520	Adherens junction
hsa:1500	O60716	hsa04520	Adherens junction
hsa:56288	Q8TEW0	hsa04520	Adherens junction
hsa:60	P60709	hsa04520	Adherens junction
hsa:60	Q1KLZ0	hsa04520	Adherens junction
hsa:71	P63261	hsa04520	Adherens junction
hsa:9855	O94887	hsa04520	Adherens junction
hsa:999	P12830	hsa04520	Adherens junction
hsa:999	A0A0U2ZQU7	hsa04520	Adherens junction
hsa:999	B3GN61	hsa04520	Adherens junction
hsa:1387	Q92793	hsa04520	Adherens junction
hsa:2033	Q09472	hsa04520	Adherens junction
hsa:2033	Q7Z6C1	hsa04520	Adherens junction
hsa:7454	P42768	hsa04520	Adherens junction
hsa:7454	A0A024QYX8	hsa04520	Adherens junction
hsa:4088	P84022	hsa04520	Adherens junction
hsa:4088	A0A024R5Z3	hsa04520	Adherens junction
hsa:4088	Q9P0T0	hsa04520	Adherens junction
hsa:4089	Q13485	hsa04520	Adherens junction
hsa:4089	A0A024R274	hsa04520	Adherens junction
hsa:2534	P06241	hsa04520	Adherens junction
hsa:8976	O00401	hsa04520	Adherens junction
hsa:51176	Q9UJU2	hsa04520	Adherens junction
hsa:51176	Q659G9	hsa04520	Adherens junction
hsa:6932	P36402	hsa04520	Adherens junction
hsa:6932	B3KQ75	hsa04520	Adherens junction
hsa:6934	Q9NQB0	hsa04520	Adherens junction
hsa:83439	Q9HCS4	hsa04520	Adherens junction
hsa:1495	P35221	hsa04520	Adherens junction
hsa:1495	A0A384MDY0	hsa04520	Adherens junction
hsa:1496	P26232	hsa04520	Adherens junction
hsa:29119	Q9UI47	hsa04520	Adherens junction
hsa:29119	Q8WW10	hsa04520	Adherens junction
hsa:29119	A8K141	hsa04520	Adherens junction
hsa:6591	O43623	hsa04520	Adherens junction
hsa:7414	P18206	hsa04520	Adherens junction
hsa:7414	V9HWK2	hsa04520	Adherens junction
hsa:7414	B3KXA2	hsa04520	Adherens junction
hsa:81	O43707	hsa04520	Adherens junction
hsa:81	A0A0S2Z3G9	hsa04520	Adherens junction
hsa:87	P12814	hsa04520	Adherens junction
hsa:87	A0A024R694	hsa04520	Adherens junction
hsa:25945	Q9NQS3	hsa04520	Adherens junction
hsa:5792	P10586	hsa04520	Adherens junction
hsa:5792	G1UI20	hsa04520	Adherens junction
hsa:5797	P28827	hsa04520	Adherens junction
hsa:5818	Q15223	hsa04520	Adherens junction
hsa:5819	Q92692	hsa04520	Adherens junction
hsa:10163	Q9Y6W5	hsa04520	Adherens junction
hsa:10458	Q9UQB8	hsa04520	Adherens junction
hsa:10810	Q9UPY6	hsa04520	Adherens junction
hsa:10810	Q5T8P4	hsa04520	Adherens junction
hsa:117178	Q9Y2D8	hsa04520	Adherens junction
hsa:2241	P16591	hsa04520	Adherens junction
hsa:2241	W0S0X4	hsa04520	Adherens junction
hsa:4008	Q8WWI1	hsa04520	Adherens junction
hsa:4008	F8WD26	hsa04520	Adherens junction
hsa:4008	F8J2B5	hsa04520	Adherens junction
hsa:5770	P18031	hsa04520	Adherens junction
hsa:5770	A8K3M3	hsa04520	Adherens junction
hsa:5777	P29350	hsa04520	Adherens junction
hsa:5787	P23467	hsa04520	Adherens junction
hsa:5795	Q12913	hsa04520	Adherens junction
hsa:5795	Q9NPR5	hsa04520	Adherens junction
hsa:6615	O95863	hsa04520	Adherens junction
hsa:7082	Q07157	hsa04520	Adherens junction
hsa:7082	Q6MZU1	hsa04520	Adherens junction
hsa:7525	P07947	hsa04520	Adherens junction
hsa:81607	Q96NY8	hsa04520	Adherens junction
hsa:81607	K4PZ75	hsa04520	Adherens junction
hsa:8826	P46940	hsa04520	Adherens junction
hsa:8826	A0A024RC65	hsa04520	Adherens junction
hsa:8936	Q92558	hsa04520	Adherens junction
hsa:3162	P09601	hsa04978	Mineral absorption
hsa:3162	Q6FH11	hsa04978	Mineral absorption
hsa:3163	P30519	hsa04978	Mineral absorption
hsa:9843	Q9BQS7	hsa04978	Mineral absorption
hsa:9843	A0A0C4DG76	hsa04978	Mineral absorption
hsa:113235	Q96NT5	hsa04978	Mineral absorption
hsa:113235	A0A024QZ15	hsa04978	Mineral absorption
hsa:1317	O15431	hsa04978	Mineral absorption
hsa:1317	A0A024R824	hsa04978	Mineral absorption
hsa:538	Q04656	hsa04978	Mineral absorption
hsa:538	B4DRW0	hsa04978	Mineral absorption
hsa:538	Q762B6	hsa04978	Mineral absorption
hsa:490	P20020	hsa04978	Mineral absorption
hsa:490	A0A024RBC7	hsa04978	Mineral absorption
hsa:491	Q01814	hsa04978	Mineral absorption
hsa:492	Q16720	hsa04978	Mineral absorption
hsa:493	P23634	hsa04978	Mineral absorption
hsa:493	A0A024R968	hsa04978	Mineral absorption
hsa:6543	Q9UPR5	hsa04978	Mineral absorption
hsa:6546	P32418	hsa04978	Mineral absorption
hsa:6547	P57103	hsa04978	Mineral absorption
hsa:23439	Q9UN42	hsa04978	Mineral absorption
hsa:476	P05023	hsa04978	Mineral absorption
hsa:477	P50993	hsa04978	Mineral absorption
hsa:477	A0A0S2Z3W6	hsa04978	Mineral absorption
hsa:478	P13637	hsa04978	Mineral absorption
hsa:478	Q53ES0	hsa04978	Mineral absorption
