Entry	Taxonomic lineage IDs	Gene names
Q9UJ04	9606	TSPYL4 KIAA0721
Q8VD63	10090	Tspyl4 D10Bwg0791e
Q86VY4	9606	TSPYL5 KIAA1750
Q69ZB3	10090	Tspyl5 Kiaa1750
Q8N831	9606	TSPYL6
Q8NDW8	9606	TTC21A STI2
Q7Z4L5	9606	TTC21B IFT139 KIAA1992 Nbla10696
Q6PF05	9606	TTC23L
Q86WT1	9606	TTC30A
Q8N4P2	9606	TTC30B
Q9CY00	10090	Ttc30b
Q5SRH9	9606	TTC39A C1orf34 KIAA0452
Q8BYY4	10090	Ttc39b T39
D3ZC96	10116	Ttc39b
Q6PCN3	10090	Ttbk1
Q96N46	9606	TTC14 KIAA1980 UNQ5813/PRO19630
P53804	9606	TTC3 DCRR1 RNF105 TPRD
O88196	10090	Ttc3 Kiaa4119
Q6P2S7	9606	TTC41P GNN
O95801	9606	TTC4 My044
Q8R3H9	10090	Ttc4
Q8N0Z6	9606	TTC5
Q99LG4	10090	Ttc5 Strap
Q9ULT0	9606	TTC7A KIAA1140 TTC7
Q86TV6	9606	TTC7B TTC7L1
E9Q6P5	10090	Ttc7b
Q8VD72	10090	Ttc8 Bbs8
Q92623	9606	TTC9 KIAA0227 TTC9A
Q8N5M4	9606	TTC9C
P40329	10116	Rars
Q5T160	9606	RARS2 RARSL
Q5NC05	10090	Ttf2
P02766	9606	TTR PALB
Q9UH99	9606	SUN2 FRIGG KIAA0668 RAB5IP UNC84B
Q9DA32	10090	Sun5 Spag4l
Q7L0J3	9606	SV2A KIAA0736 PSEC0174
Q2TV84	10090	Trpm1 Ltrpc1
Q9ESQ5	10116	Trpm4 Ltrpc4
Q8CIR4	10090	Trpm6
P49588	9606	AARS
Q923J1	10090	Trpm7 Chak Ltrpc7
Q9UGT4	9606	SUSD2
Q9D5V6	10090	Syap1
Q8K424	10090	Trpv3
Q91WD2	10090	Trpv6
F6SEU4	10090	Syngap1
Q96PV0	9606	SYNGAP1 KIAA1938
P47897	9606	QARS
Q8BML9	10090	Qars
Q9D0I9	10090	Rars
Q3U186	10090	Rars2 Rarsl
Q15361	9606	TTF1
Q62187	10090	Ttf1
Q91V83	10090	Tti1
Q6NXR4	9606	TTI2 C8orf41
Q8BGV4	10090	Tti2
P33981	9606	TTK MPS1 MPS1L1
P35761	10090	Ttk Esk
Q8NHH1	9606	TTLL11 C9orf20
Q3UDE2	10090	Ttll12
A4Q9F6	10090	Ttll13
O95922	9606	TTLL1 C22orf7
Q91V51	10090	Ttll1
Q9BWV7	9606	TTLL2 C6orf104
Q9Y4R7	9606	TTLL3 PRO0207
A4Q9E5	10090	Ttll3
Q14679	9606	TTLL4 KIAA0173
Q6EMB2	9606	TTLL5 KIAA0998 STAMP
Q8CHB8	10090	Ttll5 Kiaa0998
A4Q9F0	10090	Ttll7
A6PVC2	9606	TTLL8
A4Q9F1	10090	Ttll8
Q3SXZ7	9606	TTLL9 C20orf125
A2APC3	10090	Ttll9
Q641W7	10116	Ttll9
Q5BVD1	9606	TTMP C3orf52
Q8C5C9	10090	
Q9BTX7	9606	TTPAL C20orf121
Q9D3D0	10090	Ttpal
P26651	9606	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP
P49591	9606	SARS SERS
P47973	10116	Zfp36 Tis11 Ttp
P26638	10090	Sars Sars1 Sers
Q6P799	10116	Sars Sars1
Q12792	9606	TWF1 PTK9
Q91YR1	10090	Twf1 Ptk9
Q5RJR2	10116	Twf1 Ptk9
Q6IBS0	9606	TWF2 PTK9L MSTP011
Q9Z0P5	10090	Twf2 Ptk9l
Q9D030	10090	Twist2 Dermo1
P59926	10116	Syt15 Sytxv
Q17RD7	9606	SYT16 STREP14 SYT14L SYT14R
Q9BSW7	9606	SYT17
Q920M7	10090	Syt17 Bk
Q6XYQ8	9606	SYT10
O08625	10116	Syt10
Q68FW7	10116	Tars2 Tarsl1
O00445	9606	SYT5
Q7L8C5	9606	SYT13 KIAA1427
Q9EQT6	10090	Syt13 Kiaa1427
Q7TN84	10090	Syt14
Q1H9T6	10090	Zbtb48 Hkr3 Tzap
C9JJH3	9606	USP17L10
C9JVI0	9606	USP17L11
C9JLJ4	9606	USP17L13
Q5SS91	10090	Sun3 Sunc1
Q8BZW2	10090	Sowahb Ankrd56
Q8BY98	10090	Sowahd Ankrd58
O95425	9606	SVIL
Q64310	10090	Surf4 Surf-4
Q3UZP4	10090	Svip
Q9CXK4	10090	Slc50a1 Rag1ap1 Rga
D3ZH22	10116	Slc50a1 Rag1ap1 Rga
Q8N4V2	9606	SVOP
Q15022	9606	SUZ12 CHET9 JJAZ1 KIAA0160
Q8K3D3	10090	Swi5 Sae3
Q7Z4N2	9606	TRPM1 LTRPC1 MLSN MLSN1
O54864	10090	Suv39h1 Suv39h
Q58G82	9606	SYT14P1 SYT14L SYT14LP1 SYTDEP
Q9JJH7	10090	Trpm5 Ltrpc5 Mtr1
Q5T5J6	9606	SWT1 C1orf26
Q925B3	10116	Trpm7
Q8BGE4	10090	Susd6 Kiaa0247
Q9Y5S1	9606	TRPV2 VRL
Q9WTR1	10090	Trpv2 Grc
Q63520	10116	Sycp3 Scp3
Q16881	9606	TXNRD1 GRIM12 KDRF
Q9NNW7	9606	TXNRD2 KIAA1652 TRXR2
P00762	10116	Prss1 Try1
P07478	9606	PRSS2 TRY2 TRYP2
P00763	10116	Prss2 Try2
P35030	9606	PRSS3 PRSS4 TRY3 TRY4
Q02844	10090	Tpsab1 Mcpt7
P50343	10116	Tpsb2 Mcp6 Mcpt6
P57105	9606	SYNJ2BP OMP25
Q9NRR2	9606	TPSG1 PRSS31 TMT
Q61187	10090	Tsg101
Q6IRE4	10116	Tsg101
Q7RTX1	9606	TAS1R1 GPR70 T1R1 TR1 GM148
Q99PG6	10090	Tas1r1 Gpr70 T1r1 Tr1
Q9Z0R8	10116	Tas1r1 Gpr70 T1r1 Tr1
Q8TE23	9606	TAS1R2 GPR71 T1R2 TR2
Q925D8	10090	Tas1r3 Sac T1r3 Tr3
Q9DA44	10090	Tsacc
Q5XIM7	10116	Kars
Q9P2J5	9606	LARS KIAA1352
O94901	9606	SUN1 KIAA0810 UNC84A
P09925	10090	Surf1 Surf-1
A6NEL2	9606	SOWAHB ANKRD56
P22006	10116	Svs2
P18419	10090	Svs4 Svp2
Q8IYB8	9606	SUPV3L1 SUV3
P50475	10116	Aars
Q5JTZ9	9606	AARS2 AARSL KIAA1270
Q9UHF7	9606	TRPS1
Q9HBA0	9606	TRPV4 VRL2 VROAC
P60508	9606	ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218
Q9Y4A5	9606	TRRAP PAF400
Q8CGC7	10090	Eprs Qprs
Q4KM92	10116	Pus1
Q9QUH6	10116	Syngap1
P07309	10090	Ttr
P02767	10116	Ttr Tt
O43156	9606	TTI1 KIAA0406 SMG10
Q5PPI9	10116	Ttll1
A4Q9E4	10090	Ttll2
Q80UG8	10090	Ttll4 Kiaa0173
Q8BWP5	10090	Ttpa
P41034	10116	Ttpa Tpp1
P0C5X8	10116	Ttyh1
Q9BSA4	9606	TTYH2 C17orf29
Q9C0H2	9606	TTYH3 KIAA1691
Q6P5F7	10090	Ttyh3 Kiaa1691
P50607	9606	TUB
P50586	10090	Tub Rd5
O88808	10116	Tub
Q9NNX1	9606	TUFT1
O08970	10090	Tuft1
O75896	9606	TUSC2 C3orf11 FUS1 LGCC PDAP2
Q9WVF8	10090	Tusc2 Fus1 Lgcc Pdap2
Q13454	9606	TUSC3 N33
Q9GZX9	9606	TWSG1 TSG PSEC0250
Q8WVJ9	9606	TWIST2 BHLHA39 DERMO1
Q9R0N6	10090	Syt8
Q86SS6	9606	SYT9
Q925C0	10116	Syt9 Syt5
Q99N42	10090	Tymp Ecgf1
A2RUC4	9606	TYW5 C2orf60
A2RSX7	10090	Tyw5
Q13432	9606	UNC119 RG4
Q62885	10116	Unc119 Rg4
D6RCP7	9606	USP17L19
E9Q9U0	10090	Usp17lb Dub1a
G5E8G2	10090	Usp17ld Dub2a
P26640	9606	VARS G7A VARS2
Q9Z1Q9	10090	Vars Bat6 G7a Vars2
Q9BVX2	9606	TMEM106C EMOC
Q5RJK0	10116	Tmem106c
Q9Y5J6	9606	TIMM10B FXC1 TIM9B TIMM9B
Q3SY00	9606	TSGA10IP
Q9BXJ8	9606	TMEM120A TMPIT
Q5BK83	10116	Tmem106a
Q99MX7	10090	Tmem121b Cecr6
Q8WVE7	9606	TMEM170A TMEM170
Q9NUM4	9606	TMEM106B
Q8IUX1	9606	TMEM126B HT007
Q925D4	10116	Tmem176b Lr8 Torid
Q9WUF1	10090	Vmn1r49 V1rb2
Q8VIC6	10090	Vmn1r51 Pr1 V1ra1 V1ra8
Q5J3N1	10116	Vom1r92 V1rb6
Q5J3L7	10116	Vom1r93 V1rb5
Q5J3G9	10116	Vom1r95 V1ra7 Vmn1r52
Q5J3M9	10116	Vom1r97 V1ra12 V1rb9 Vmn1r41
Q5J3E5	10116	Vom1r98 V1ra8
P62501	10116	Tsc22d1 Tgfb1i4 Tsc22
E9Q6I0	10090	Vmn2r116 V2rp5
Q99576	9606	TSC22D3 DSIPI GILZ
Q9EQZ1	10116	Tsc22d3 Dsipi Gilz
Q9Y519	9606	TMEM184B C22orf5 PSEC0108
Q3B8N7	10116	Tsc22d4 Tilz2
Q3TPR7	10090	Tmem184c Tmem34
Q8R3R5	10090	Tmem185b Ee3-2 Fam11b
Q80ZM7	10090	Gtf2a2
Q96EM0	9606	L3HYPDH C14orf149
Q7M720	10090	Tas2r13 Tas2r121
Q08AM6	9606	VAC14 TAX1BP2 TRX
Q06666	10090	Srst T2
Q5QD12	10090	Taar7a Gm229
Q5QD21	10116	Taar7c
Q4V8F5	10116	Tada3 Ada3 Tada3l
P16257	10116	Tspo Bzrp Mbr
P0CW01	9606	TSPY10
Q5SWD9	10090	Tsr1 Kiaa1401
Q969E8	9606	TSR2
Q8C8T8	10090	Tsr2
O54863	10090	Tssk2 Stk22b
Q9D411	10090	Tssk4 Tssk5
Q9QXE5	10090	Prss16 Tssp
Q8NFU3	9606	TSTD1 KAT
Q3U269	10090	Tstd2
P70675	10090	Tsx
P70537	10116	Tsx
Q9H489	9606	TSPY26P TSPYL3
Q9H2G4	9606	TSPYL2 CDA1 DENTT TSPX HRIHFB2216
Q8C0S4	10090	Ttc21a Thm2
Q0HA38	10090	Ttc21b Ift139 Kiaa1992 Thm1
A6H6E9	10090	Ttc23l
B2RYD6	10116	Ttc30b
A2ACP1	10090	Ttc39a Kiaa0452
Q5VTQ0	9606	TTC39B C9orf52
Q8N584	9606	TTC39C C18orf17
Q8VE09	10090	Ttc39c
Q0VGK2	10116	Ttc39c
Q5TCY1	9606	TTBK1 BDTK KIAA1855
Q6IQ55	9606	TTBK2 KIAA0847
Q3UVR3	10090	Ttbk2 Bby Kiaa0847 Ttbk1
Q9H892	9606	TTC12
Q8BW49	10090	Ttc12
Q8NBP0	9606	TTC13 PSEC0076
Q9CSP9	10090	Ttc14 Kiaa1980
Q8NEE8	9606	TTC16
Q8C1F5	10090	Ttc16
Q96AE7	9606	TTC17
E9PVB5	10090	Ttc17
B5DEL3	10116	Ttc17
Q6DKK2	9606	TTC19
Q8CC21	10090	Ttc19
D4A6D7	10116	Ttc19
Q99614	9606	TTC1 TPR1
Q91Z38	10090	Ttc1
Q5TAA0	9606	TTC22
Q8C159	10090	Ttc22
Q5W5X9	9606	TTC23 HCC8
Q8CHY7	10090	Ttc23
Q4V7F0	10116	Ttc23
A2A3L6	9606	TTC24
Q8BYG0	10090	Ttc24
Q96NG3	9606	TTC25
Q9D4B2	10090	Ttc25
Q6P3X3	9606	TTC27
Q8CD92	10090	Ttc27
Q96AY4	9606	TTC28 KIAA1043 TPRBK
Q80XJ3	10090	Ttc28 Kiaa1043 Tprbk
Q8NA56	9606	TTC29
Q80VM3	10090	Ttc29
Q6AYP3	10116	Ttc29
Q49AM3	9606	TTC31
Q5I0X7	9606	TTC32
Q9DAC7	10090	Ttc32
Q6PID6	9606	TTC33
Q9D6K7	10090	Ttc33
A8MYJ7	9606	TTC34
Q8C0Q3	10090	Ttc34
A6NLP5	9606	TTC36 HBP21
Q8VBW8	10090	Ttc36
Q66H45	10116	Ttc36
Q6PGP7	9606	TTC37 KIAA0372
Q5R3I4	9606	TTC38
A3KMP2	10090	Ttc38
Q692V3	10090	Ttc41 GNN
Q6P3V7	10116	Ttc41 Gnn
Q5BK48	10116	Ttc5
Q86TZ1	9606	TTC6 C14orf25 NCRNA00291
Q8BGB2	10090	Ttc7a Ttc7
Q8TAM2	9606	TTC8 BBS8
Q3V038	10090	Ttc9 Kiaa0227 Ttc9a
Q810A3	10090	Ttc9c
Q6P5P3	10116	Ttc9c
Q66H61	10116	Qars
P54136	9606	RARS
Q9UNY4	9606	TTF2
Q66H56	10116	Tti2
Q6ZVT0	9606	TTLL10
A4Q9F3	10090	Ttll10
Q5XI57	10116	Ttll10
A4Q9F4	10090	Ttll11
Q14166	9606	TTLL12 KIAA0153
A6NNM8	9606	TTLL13P TTLL13
Q8N841	9606	TTLL6 TTL.6
A4Q9E8	10090	Ttll6
Q6ZT98	9606	TTLL7
Q8N2H4	9606	SYS1 C20orf169
Q78S06	10090	Sys1
Q8NG68	9606	TTL
P38585	10090	Ttl
Q9QXJ0	10116	Ttl
Q9NP81	9606	SARS2 SARSM
Q9JJL8	10090	Sars2 Sarsm
P49638	9606	TTPA TPP1
P22893	10090	Zfp36 Nup475 Tis11 Tis11a Ttp
Q9BZA0	9606	TTTY10 TTY10
Q9BZ98	9606	TTTY12 TTY12
Q9BZ97	9606	TTTY13 TTY13
Q9H313	9606	TTYH1
Q9D3A9	10090	Ttyh1
Q3TH73	10090	Ttyh2
Q2TAM9	9606	TUSC1
Q673H1	10090	Tusc1
Q8BTV1	10090	Tusc3 N33
Q9EP52	10090	Twsg1 Tsg
Q9JMI7	10090	Tex101
Q8C6N3	10090	Syt15
Q7TN83	10090	Syt16 Strep14 Syt14l Syt14r
Q9D0R2	10090	Tars
Q5XHY5	10116	Tars
Q8IYJ3	9606	SYTL1 SLP1 SB146
Q99N80	10090	Sytl1 Slp1
Q9HCH5	9606	SYTL2 KIAA1597 SGA72M SLP2 SLP2A
Q99N48	10090	Sytl3 Slp3
Q8N9I0	9606	SYT2
Q9R0Q1	10090	Sytl4 Slp4
Q8VHQ7	10116	Sytl4
P40748	10116	Syt3
Q9H2B2	9606	SYT4 KIAA1342
P40749	10090	Syt4 Syt3
P50232	10116	Syt4
Q920N7	10090	Syt12
P97610	10116	Syt12 Srg1 Sytr1
P47861	10116	Syt5
Q62746	10116	Syt6
Q9R0N7	10090	Syt7
Q62747	10116	Syt7
Q9R0N9	10090	Syt9 Syt5
Q8BYR1	10090	Lcmt2 Kiaa0547 Tyw4
Q5XIA3	10116	Lcmt2 Tyw4
Q00899	10090	Yy1 Ucrbp
P10074	9606	ZBTB48 HKR3 TZAP ZNF855
A6NIH7	9606	UNC119B
Q8C4B4	10090	Unc119b
Q86TM6	9606	SYVN1 HRD1 KIAA1810
G5E8I7	10090	Usp17lc DUB-2 Dub2 Usp17l5
D6R9N7	9606	USP17L18
Q04462	10116	Vars Vars2
Q9Y2Z4	9606	YARS2 CGI-04
Q5HZE2	10116	Tmem120a Tmpit
Q3TA38	10090	Tmem120b
Q8VC04	10090	Tmem106a
A6NC51	9606	TMEM150B TMEM224
Q9D342	10090	Tmem170a D8Bwg1414e Tmem170
A6NKL6	9606	TMEM200C TTMA
B5DFH9	10116	Tmem150c
B2RZD2	10116	Tmem126b
Q68FE7	10090	Tmem151b Gm323
Q9EQ52	10090	Vmn1r48 V1ra3 V1ra6
Q9CZ16	10090	Tmem178a Tmem178
Q8VCA6	10090	Tmem161a
Q15714	9606	TSC22D1 KIAA1994 TGFB1I4 TSC22 hucep-2
Q8BHH9	10090	Tmem179
Q7Z7N9	9606	TMEM179B
Q6ZMB5	9606	TMEM184A
Q8BG09	10090	Tmem184b
Q9NVA4	9606	TMEM184C TMEM34 PRO1355
Q8K4L3	10090	Svil
P0C0A9	10116	Svip
Q9BRV3	9606	SLC50A1 RAG1AP1 SCP
Q6PDF3	10090	Svopl
Q9Z2I7	10116	Svop
Q80YD1	10090	Supv3l1 Suv3l1
Q5EBA1	10116	Supv3l1
Q8N300	9606	SVBP CCDC23
Q99LQ4	10090	Svbp Ccdc23
Q4KLG3	10116	Svbp Ccdc23
Q4LDE5	9606	SVEP1 C9orf13 CCP22 SELOB
P0C6B8	10116	Svep1
Q8TD43	9606	TRPM4 LTRPC4
Q9H5I1	9606	SUV39H2 KMT1B
Q8BGQ7	10090	Aars
D3ZX08	10116	Aars2
Q9D176	10090	Susd3
Q8BH32	10090	Susd4
O60279	9606	SUSD5 KIAA0527
Q9WUD2	10116	Trpv2 Sac2b Vrl1
Q9EPK8	10090	Trpv4 Trp12 Vrl2 Vroac
Q5JPH6	9606	EARS2 KIAA1970
P49590	9606	HARS2 HARSL HARSR HO3
Q99KK9	10090	Hars2 Harsl
Q8BMJ2	10090	Lars
Q15672	9606	TWIST1 BHLHA38 TWIST
Q924B5	10116	Tex101
Q8BLY2	10090	Tarsl2
P19971	9606	TYMP ECGF1
Q8BG71	10090	Trmt12 Tyw2
Q4V8B8	10116	Trmt12 Tyw2
Q6IPR3	9606	TYW3 C1orf171
Q8BSA9	10090	Tyw3
O60294	9606	LCMT2 KIAA0547 TYW4
P25490	9606	YY1 INO80S
Q3TTC2	10090	Yy2
Q5ST30	9606	VARS2 KIAA1885 VARS2L VARSL
Q9DBY1	10090	Syvn1 Hrd1 Kiaa1810
A6NCW0	9606	USP17L3 USP17B USP17F
A8MUK1	9606	USP17L5
Q61068	10090	Usp17la Dub-1 Dub1
Q9NUJ3	9606	TCP11L1
Q568Z0	10116	Tcp11l2
B4DZS4	9606	TCP11X1
D3YU32	10090	Tex13c1 Gm362
Q86TG1	9606	TMEM150A TMEM150
Q5T4T1	9606	TMEM170B
Q8C817	10090	Tmem200a Kiaa1913
Q69YZ2	9606	TMEM200B TTMB
Q96HP8	9606	TMEM176A HCA112
Q3YBM2	9606	TMEM176B LR8
Q9EQ51	10090	Vmn1r47 V1ra4 V1ra7
Q9EPB8	10090	Vmn1r54 V1ra9
H3BS89	9606	TMEM178B
Q8C2L6	10090	Tmem161b
Q5J3L4	10116	Vom1r96 V1rb14
P62500	10090	Tsc22d1 Kiaa1994 Tgfb1i4 Tilz1b Tsc22
Q1AE95	9606	TMEM183B C1orf37-dup
Q9Z2S7	10090	Tsc22d3 Dsip1 Dsipi Gilz
Q3UFJ6	10090	Tmem184a Sdmg1
Q5FVL0	10116	Atp6v0d2
O15342	9606	ATP6V0E1 ATP6H ATP6V0E
P48775	9606	TDO2 TDO
P59539	9606	TAS2R45 GPR59
P59540	9606	TAS2R46
Q9NYW0	9606	TAS2R10
Q9JKT7	10116	Tas2r13 Tas2r7
Q9Y2B4	9606	TP53TG5 C20orf10
Q96A56	9606	TP53INP1 P53DINP1 SIP
Q99J38	10090	Ttc30a1
Q923Y2	10116	Taar7a Ta8 Tar8 Trar8
P59536	9606	TAS2R41
P59532	10090	Tas2r41 Tas2r12 Tas2r126 Tas2r26
Q9JKE7	10116	Tas2r41 Tas2r12
Q923X6	10116	Taar7e Ta14 Tar14 Trar14
Q12962	9606	TAF10 TAF2A TAF2H TAFII30
P37802	9606	TAGLN2 KIAA0120 CDABP0035
Q9WVA4	10090	Tagln2 Kiaa0120
P49848	9606	TAF6 TAF2E TAFII70
P37805	10116	Tagln3 Np25
Q8N103	9606	TAGAP TAGAP1 FKSG15
Q99JX1	10090	Taf11
Q5H9L4	9606	TAF7L TAF2Q
Q6P1X5	9606	TAF2 CIF150 TAF2B
Q70YC4	9606	ZNF365 KIAA0844
Q7M732	10090	Rtl1 Mar1 Mart1 Peg11
Q9NQC3	9606	RTN4 KIAA0886 NOGO My043 SP1507
Q96EL2	9606	MRPS24 HSPC335
Q9Y3I0	9606	RTCB C22orf28 HSPC117
Q32KG4	10090	Rtl9 Gm385 Kiaa1318 Rgag1
Q6PDC0	10090	Rundc3b Gm440
Q96T51	9606	RUFY1 RABIP4 ZFYVE12
Q8WXA3	9606	RUFY2 KIAA1537 RABIP4R
Q8R4C2	10090	Rufy2 Kiaa1537
Q6P087	9606	RPUSD3
Q9Z2J9	10116	Runx2 Cbfa1 Osf2
Q3T1J8	10116	Rtfdc1
Q5JRV8	9606	TMEM255A FAM70A
Q8WV15	9606	TMEM255B FAM70B
Q5FW56	10090	Tmem255b Fam70b Gm687
P40200	9606	CD96
Q9Y230	9606	RUVBL2 INO80J TIP48 TIP49B CGI-46
O75478	9606	TADA2A TADA2L KL04P
Q8N1F8	9606	STK11IP KIAA1898 LIP1 LKB1IP STK11IP1
P48443	9606	RXRG NR2B3
P28705	10090	Rxrg Nr2b3
Q5BJR8	10116	Rxrg Nr2b3
Q9HBX9	9606	RXFP1 LGR7
Q9HCY8	9606	S100A14 S100A15
A2ADF7	10090	Slc25a34 Gm1369
O54699	10116	Slc29a2 Ent2
O15245	9606	SLC22A1 OCT1
Q8IZD6	9606	SLC22A15 FLIPT1 UNQ9429/PRO34686
Q63089	10116	Slc22a1 Oct1
Q9Z0Z5	10116	Slc13a3 Nadc3 Sdct2
Q8BVN7	10090	Slc25a41
Q9JI02	10090	Scgb2b20 Abpd
Q7M747	10090	Scgb2b24 Abpz
Q8N413	9606	SLC25A45
Q9Z0E8	10090	Slc22a5 Octn2
O70594	10116	Slc22a5 Octn2
Q96AG3	9606	SLC25A46 TB1
P56565	10090	S100a1
Q5VU36	9606	SPATA31A5 FAM75A5
P48303	10116	S1pr1 Edg1
Q8R0S9	10090	Slc22a22 Oat-pg
A2AKQ0	10090	Slc35d1
Q8R2Z3	10090	Slc26a7
P62818	10090	S100a3
Q8NG04	9606	SLC26A10
Q63ZE4	9606	SLC22A10 OAT5
Q9UGH3	9606	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2
Q8IXU6	9606	SLC35F2
Q7TML3	10090	Slc35f2
Q6ICL7	9606	SLC35E4
Q969I6	9606	SLC38A4 ATA3 NAT3 SNAT4
Q5RKL7	10116	Slc35e4
Q9EQ25	10116	Slc38a4 Ata3 Snat4
Q8BZK4	10090	Slc35f4 MNCb-0335
P50443	9606	SLC26A2 DTD DTDST
Q8R314	10090	Slc35f5
Q9NVC3	9606	SLC38A7 SNAT7
Q8VE96	10090	Slc35f6
Q13433	9606	SLC39A6 LIV1 ZIP6
Q9JKM5	10116	S1pr5 Edg8 Nrg1
Q92504	9606	SLC39A7 HKE4 RING5
Q8WUM9	9606	SLC20A1 GLVR1 PIT1
Q9C0K1	9606	SLC39A8 BIGM103 ZIP8 PP3105
Q8K4D3	10090	Slc36a1 Pat1
Q495M3	9606	SLC36A2 PAT2 TRAMD1
Q9ERH8	10090	Slc28a3 Cnt3
Q63488	10116	Slc20a2 Pit2 Ram1
Q9HBR0	9606	SLC38A10 PP1744
Q5I012	10090	Slc38a10
Q8N1S5	9606	SLC39A11 C17orf26 ZIP11
Q8K2P7	10090	Slc38a1 Nat2 Snat1
Q3USY0	10090	Slc38a11
D3Z813	10116	Slc38a11
Q96QD8	9606	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2
Q8CFE6	10090	Slc38a2 Ata2 Kiaa1382 Sat2 Snat2
Q96E40	9606	SPACA9 C9orf9
Q6U841	9606	SLC4A10 NCBE
Q5DTL9	10090	Slc4a10 Kiaa4136 Ncbe
Q80ZA5	10116	Slc4a10 Ncbe
Q9NXZ1	9606	SAGE1 SAGE
O88343	10090	Slc4a4 Nbc1 Nbce1
Q6RI88	10116	Slc4a5
Q80SW1	10090	Ahcyl1 Irbit
Q80XQ2	10090	Tbc1d5
P31646	10116	Slc6a13 Gabt2 Gat-2
Q8BG16	10090	Slc6a15 B0at2 Ntt73
Q9GZN6	9606	SLC6A16 NTT5
Q9BTW9	9606	TBCD KIAA0988 SSD1 TFCD PP1096
Q15424	9606	SAFB HAP HET SAFB1
Q62687	10116	Slc6a18 Xtrp2
Q695T7	9606	SLC6A19 B0AT1
P24008	10116	Srd5a1
Q8BM85	10090	Tbck
Q9BYX2	9606	TBC1D2 PARIS1 PP8997 TBC1D2A
B1AVH7	10090	Tbc1d2 Tbc1d2a
B5DFA1	10116	Tbc1d2 Tbc1d2a
Q9CY86	10090	Sapcd1 G7d Ng23
P36536	10090	Sar1a Sara Sara1
Q1RMZ1	9606	BMT2 C7orf60 SAMTOR
Q8BXK4	10090	Bmt2 Samtor
Q9Y467	9606	SALL2 KIAA0360 SAL2 ZNF795
Q9UL12	9606	SARDH DMGDHL1
Q8C4H2	10090	Samd3 Gm623
Q8R197	10090	Olah Thedc1
Q9BW04	9606	SARG C1orf116
P55000	9606	SLURP1 ARS
P0DP57	9606	SLURP2
P0DP59	10090	Slurp2
P62278	10116	Rps13
Q9Z1M9	10116	Smc1a Smc1 Smc1l1
Q8NDV3	9606	SMC1B SMC1L2
Q920F6	10090	Smc1b Smc1l2
O95347	9606	SMC2 CAPE SMC2L1 PRO0324
Q8CG48	10090	Smc2 Cape Fin16 Smc2l1
Q9UQE7	9606	SMC3 BAM BMH CSPG6 SMC3L1
Q9CW03	10090	Smc3 Bam Bmh Cspg6 Mmip1 Smc3l1 Smcd
P97690	10116	Smc3 Bam Bmh Cspg6 Smc3l1
Q925E1	10090	Sntg1
Q9WU11	10116	Snurf
P62849	10090	Rps24
P62850	10116	Rps24
P49589	9606	CARS
A1L190	9606	SYCE3 C22orf41 THEG2
B5KM66	10090	Syce3 Tseg2
Q9HA77	9606	CARS2 OK/SW-cl.10
P62274	10090	Rps29
P62275	10116	Rps29
P62081	9606	RPS7
Q15404	9606	RSU1 RSP1
P82673	9606	MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213
Q8VIG3	10090	Rsph1 Tsga2
Q8WWV3	9606	RTN4IP1 NIMP
Q9Y2Q9	9606	MRPS28 MRPS35 HSPC007
P32921	10090	Wars Wrs
P08579	9606	SNRPB2
Q6P7B0	10116	Wars
Q9BWD3	9606	RTL8A CXX1B FAM127B MAR8A
Q17RB0	9606	RTL8B CXX1C FAM127C MAR8B
Q9UJJ7	9606	RPUSD1 C16orf40 RLUCL
Q14AI6	10090	Rpusd3
Q64336	10090	Tbr1
Q3YBR2	9606	TBRG1 NIAM
Q64380	10116	Sardh
Q6UVJ0	9606	SASS6 SAS6
Q80UK7	10090	Sass6 Sas6
P17900	9606	GM2A
Q810F8	10090	Tbx10 Tbx13 Tbx7
Q6NUJ1	9606	PSAPL1
Q99ME7	10090	Tbx19 Tpit
P07602	9606	PSAP GLBA SAP1
Q9P1V8	9606	SAMD15 C14orf174 FAM15A
Q61207	10090	Psap Sgp1
Q9Y345	9606	SLC6A5 GLYT2 NET1
O95171	9606	SCEL
O94979	9606	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334
A2RRU4	10116	Scap
Q9Z2Q1	10116	Sec31a Sec31l1 Vap1
Q99PL7	10090	Scd3
Q8VEA7	10090	Tcta
Q6ZMJ2	9606	SCARA5 UNQ2938/PRO28700
Q8K3P6	10116	Slc25a25 Mcsc Pcscl Scamc2
Q8CJ99	10116	Sclt1 Sap1
Q96I15	9606	SCLY SCL
Q6GQS1	10090	Slc25a23 Scamc3
Q6DID3	10090	Scaf8 Kiaa1116 Rbm16
Q8K214	10090	Scmh1
Q99590	9606	SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP
Q01118	9606	SCN7A SCN6A
Q15858	9606	SCN9A NENA
P08104	10116	Scn3a
Q9R053	10090	Scn11a Nan Nat Sns2
P35499	9606	SCN4A
O43819	9606	SCO2
Q3TMH2	10090	Scrn3
O88745	10090	Scrg1
