From src:'1'	To src:'3'
CHEMBL1436	KOV
CHEMBL2029656	7G1
CHEMBL595477	898
CHEMBL3604847	4V8
CHEMBL1569545	1K5
CHEMBL222824	SHU
CHEMBL1409855	AWG
CHEMBL1160723	5FW
CHEMBL373518	K60
CHEMBL300676	SNC
CHEMBL3604758	733
CHEMBL3809682	6CV
CHEMBL1229238	HC6
CHEMBL667	ACH
CHEMBL240805	FT2
CHEMBL104505	J4X
CHEMBL3286507	2B2
CHEMBL3929492	0TU
CHEMBL1230648	957
CHEMBL42039	177
CHEMBL2419266	8NN
CHEMBL200238	FCD
CHEMBL2063258	0YZ
CHEMBL56367	NIM
CHEMBL8739	LNL
CHEMBL3098940	M3W
CHEMBL16958	K2C
CHEMBL98745	3KF
CHEMBL1738870	QI3
CHEMBL1761615	D90
CHEMBL326611	194
CHEMBL2408611	1UO
CHEMBL3799577	V26
CHEMBL3137331	7KD
CHEMBL509273	FAH
CHEMBL249244	PFN
CHEMBL454808	GRE
CHEMBL504760	CAM
CHEMBL356700	D31
CHEMBL1814776	HO4
CHEMBL397985	H07
CHEMBL234569	VXR
CHEMBL3128241	1QE
CHEMBL494354	XJ1
CHEMBL251074	SWF
CHEMBL3188597	K0I
CHEMBL1084927	7Z5
CHEMBL265450	2PN
CHEMBL1230604	869
CHEMBL85031	3VY
CHEMBL3627880	G64
CHEMBL598973	WTJ
CHEMBL1235508	PX4
CHEMBL2401813	1RU
CHEMBL3827611	6EZ
CHEMBL109278	861
CHEMBL56852	SEI
CHEMBL3928021	4LV
CHEMBL206335	IK8
CHEMBL3809850	668
CHEMBL3091501	7R9
CHEMBL462712	IHX
CHEMBL14047	PL0
CHEMBL1229088	AR5
CHEMBL1234950	OEG
CHEMBL1236925	Z22
CHEMBL22	TOP
CHEMBL6448	W42
CHEMBL3902513	5W6
CHEMBL343892	FD2
CHEMBL278703	I0G
CHEMBL3139616	M46
CHEMBL82324	4CB
CHEMBL268282	8MC
CHEMBL367588	397
CHEMBL3651966	5H7
CHEMBL1235891	SE
CHEMBL2443237	20F
CHEMBL96852	IPZ
CHEMBL602	DHL
CHEMBL3990626	W7N
CHEMBL522157	3BE
CHEMBL3808465	LNW
CHEMBL1088743	951
CHEMBL1234613	NAJ
CHEMBL1234613	NAD
CHEMBL1389441	620
CHEMBL135488	C14
CHEMBL1235333	PLR
CHEMBL323197	MKS
CHEMBL476186	230
CHEMBL1871337	9VW
CHEMBL2420703	1QM
CHEMBL2171174	TT8
CHEMBL2035653	0O5
CHEMBL2365206	0LS
CHEMBL1222151	HSH
CHEMBL1234877	NZS
CHEMBL3128055	2OO
CHEMBL560813	H5K
CHEMBL3585576	T35
CHEMBL3354247	3KO
CHEMBL194014	36M
CHEMBL1231418	BNT
CHEMBL2220359	0O6
CHEMBL1230264	4CS
CHEMBL96433	696
CHEMBL1234696	NFG
CHEMBL1233644	IPF
CHEMBL323202	PH3
CHEMBL3754781	7P0
CHEMBL1233942	L8I
CHEMBL3798846	35Q
CHEMBL182980	AIH
CHEMBL3318802	4NR
CHEMBL2403819	AQB
CHEMBL273158	GK4
CHEMBL282597	DUB
CHEMBL2043298	HI4
CHEMBL557347	G9A
CHEMBL2177836	0R4
CHEMBL186858	Y8I
CHEMBL259895	HI1
CHEMBL3344321	EBN
CHEMBL2323783	1JC
CHEMBL443485	5AD
CHEMBL1562	YTX
CHEMBL1614745	2HG
CHEMBL277346	65D
CHEMBL259420	RB1
CHEMBL221321	UBF
CHEMBL3426607	C7J
CHEMBL1221702	329
CHEMBL298359	MQA
CHEMBL104829	MOT
CHEMBL3348830	3JX
CHEMBL1673	AVP
CHEMBL494360	VX2
CHEMBL2426567	2XM
CHEMBL2347960	KJV
CHEMBL3628346	3YG
CHEMBL1614813	881
CHEMBL460725	AXB
CHEMBL261454	PY1
CHEMBL1622	FOL
CHEMBL118719	M90
CHEMBL1738810	H70
CHEMBL451432	TH4
CHEMBL397565	SLZ
CHEMBL1078785	9WS
CHEMBL572878	VX6
CHEMBL3354187	3QW
CHEMBL3823335	6JV
CHEMBL1162482	SMB
CHEMBL134658	HP6
CHEMBL1236962	ZIG
CHEMBL1233738	JGZ
CHEMBL1469977	6N6
CHEMBL243876	5NO
CHEMBL456163	LZ7
CHEMBL2035651	0O4
CHEMBL516197	3BH
CHEMBL1541468	KFQ
CHEMBL403287	BL0
CHEMBL3343404	3JG
CHEMBL13782	NTB
CHEMBL23194	SPM
CHEMBL1230841	AE3
CHEMBL1824855	8AX
CHEMBL3614058	44L
CHEMBL325372	MPB
CHEMBL3775263	4BJ
CHEMBL111575	426
CHEMBL1193103	MEU
CHEMBL48361	4CC
CHEMBL3736430	4YX
CHEMBL571781	EFQ
CHEMBL3183504	2C9
CHEMBL568966	G00
CHEMBL2069711	Z3R
CHEMBL78455	687
CHEMBL3403542	QUP
CHEMBL556336	NBX
CHEMBL3827618	F45
CHEMBL309282	564
CHEMBL3617324	0LO
CHEMBL21157	ALG
CHEMBL78628	NEG
CHEMBL333179	AN3
CHEMBL377582	DUA
CHEMBL3769507	H1B
CHEMBL3315112	33H
CHEMBL8996	ERD
CHEMBL3191236	3TI
CHEMBL3613594	67U
CHEMBL442720	OMT
CHEMBL2403340	1MB
CHEMBL111234	RE2
CHEMBL3357662	3UY
CHEMBL3577279	2VE
CHEMBL509101	1FN
CHEMBL237337	S14
CHEMBL67116	A15
CHEMBL1234459	MR3
CHEMBL103686	ORD
CHEMBL3237970	B1K
CHEMBL486293	ISD
CHEMBL3091865	601
CHEMBL1213508	ZWI
CHEMBL3828074	7NB
CHEMBL23996	NTD
CHEMBL1233636	IOS
CHEMBL95889	BET
CHEMBL1963130	U85
CHEMBL1233506	I52
CHEMBL428462	GVP
CHEMBL495244	C3G
CHEMBL316308	HM5
CHEMBL1232511	EMB
CHEMBL1233524	IB8
CHEMBL89363	SU1
CHEMBL1090714	JZI
CHEMBL3775394	5WT
CHEMBL1234595	N6G
CHEMBL2006044	7JX
CHEMBL358860	790
CHEMBL3349692	FGV
CHEMBL497033	1BU
CHEMBL3700932	B4Y
CHEMBL1081615	AT5
CHEMBL3896749	3S9
CHEMBL598548	NLW
CHEMBL3233398	NDY
CHEMBL3414690	DXO
CHEMBL1231486	BTD
CHEMBL1236486	TZZ
CHEMBL1460	2DI
CHEMBL189366	GB2
CHEMBL1160028	9ZZ
CHEMBL272198	887
CHEMBL115849	06C
CHEMBL3793226	6EJ
CHEMBL2151965	0FU
CHEMBL1232903	G2H
CHEMBL3798149	3TW
CHEMBL564199	F68
CHEMBL291386	NCZ
CHEMBL2112653	1YG
CHEMBL438139	RCG
CHEMBL154493	3FT
CHEMBL3589098	48G
CHEMBL218762	2ON
CHEMBL3398264	1JU
CHEMBL348107	1HC
CHEMBL421	SAS
CHEMBL1234635	NBF
CHEMBL114059	3NT
CHEMBL365617	BSM
CHEMBL1173567	PNA
CHEMBL464859	NEC
CHEMBL3774978	L90
CHEMBL1187414	8KL
CHEMBL2376577	1JH
CHEMBL2386633	1J5
CHEMBL192008	2MP
CHEMBL483633	1V8
CHEMBL45245	LDR
CHEMBL1505114	9E5
CHEMBL493080	BC6
CHEMBL1957177	FC5
CHEMBL3577945	73R
CHEMBL2347206	1HQ
CHEMBL378506	6M9
CHEMBL1938415	ABQ
CHEMBL1355769	5WJ
CHEMBL402761	FXA
CHEMBL2064330	VWN
CHEMBL457614	V4Z
CHEMBL3986079	B7B
CHEMBL7087	ZYX
CHEMBL3676182	7Y4
CHEMBL2382326	IXG
CHEMBL60851	BXA
CHEMBL1232279	DMM
CHEMBL507472	LN5
CHEMBL1293	BCR
CHEMBL8946	ETQ
CHEMBL3287908	LF0
CHEMBL413733	77J
CHEMBL112322	XP1
CHEMBL2381966	12O
CHEMBL1230851	AET
CHEMBL3775834	AUY
CHEMBL3814752	69E
CHEMBL3121219	1NW
CHEMBL1782956	7EG
CHEMBL3317858	EK8
CHEMBL503116	70B
CHEMBL1237000	ZYN
CHEMBL1231783	CHM
CHEMBL3911017	CJG
CHEMBL1964248	48K
CHEMBL1229259	BJA
CHEMBL184061	6DV
CHEMBL3813892	L19
CHEMBL3348846	66T
CHEMBL175367	MOG
CHEMBL3961632	A3K
CHEMBL170988	8CV
CHEMBL1230645	92M
CHEMBL2032374	0F9
CHEMBL124493	B67
CHEMBL2409589	KGW
CHEMBL3262043	LKF
CHEMBL301141	4HC
CHEMBL3125272	KV1
CHEMBL3310197	33R
CHEMBL3358092	2XJ
CHEMBL3234612	5G6
CHEMBL3092391	4ZE
CHEMBL3986668	TSJ
CHEMBL99827	54W
CHEMBL189434	PFQ
CHEMBL787	MTK
CHEMBL255874	7X7
CHEMBL509903	A5T
CHEMBL1933582	664
CHEMBL27769	DHT
CHEMBL1163085	YSA
CHEMBL145114	PPQ
CHEMBL2322764	17V
CHEMBL2079292	C8Q
CHEMBL1198130	19U
CHEMBL8755	EWM
CHEMBL24811	219
CHEMBL3236466	2VX
CHEMBL410744	MYD
CHEMBL3400905	76D
CHEMBL66381	H8N
CHEMBL446435	LA1
CHEMBL1233720	J2Z
CHEMBL215940	UR3
CHEMBL395092	MEW
CHEMBL1828979	A9P
CHEMBL509	JMS
CHEMBL1234624	NAS
CHEMBL38353	GAM
CHEMBL1929196	P78
CHEMBL259833	CQW
CHEMBL100239	TQ3
CHEMBL1939914	C1L
CHEMBL317000	9JK
CHEMBL177749	F21
CHEMBL3687984	6AJ
CHEMBL2152712	758
CHEMBL148333	IQS
CHEMBL533514	8W2
CHEMBL469949	N3E
CHEMBL282254	BHN
CHEMBL3127515	20M
CHEMBL3344077	3JK
CHEMBL2047876	RI8
CHEMBL216146	12Q
CHEMBL3670375	BUH
CHEMBL109095	TC7
CHEMBL223228	EFZ
CHEMBL372357	NN2
CHEMBL3322333	26V
CHEMBL2093113	Y70
CHEMBL1852591	CB7
CHEMBL263143	575
CHEMBL15913	CYT
CHEMBL386563	0ZT
CHEMBL1765602	17G
CHEMBL350028	DA7
CHEMBL48137	49O
CHEMBL1235764	RVP
CHEMBL1234169	M3M
CHEMBL184659	AQZ
CHEMBL3359162	5RU
CHEMBL274733	JHJ
CHEMBL99	TSN
CHEMBL79720	8WB
CHEMBL1231507	BUJ
CHEMBL1410015	IU1
CHEMBL1234565	MZL
CHEMBL390674	391
CHEMBL3317833	3SX
CHEMBL1233300	HFS
CHEMBL407875	AI
CHEMBL208472	SP3
CHEMBL376109	JS5
CHEMBL375655	GMP
CHEMBL1232186	DFJ
CHEMBL139367	BCZ
CHEMBL328827	TQ6
CHEMBL3770455	6NE
CHEMBL3823101	5U6
CHEMBL28319	2AF
CHEMBL472844	MZ4
CHEMBL219544	7DG
CHEMBL395280	HUP
CHEMBL1233024	GG5
CHEMBL2159536	44F
CHEMBL1231634	C8F
CHEMBL2017269	S5B
CHEMBL1233882	KS5
CHEMBL3827921	RGK
CHEMBL3527413	GVX
CHEMBL384146	TRJ
CHEMBL108829	CH9
CHEMBL1655	T0R
CHEMBL3883980	5AK
CHEMBL3126334	3R6
CHEMBL1077204	EMQ
CHEMBL1230001	2T1
CHEMBL1566132	61G
CHEMBL80257	DPR
CHEMBL3983039	7H2
CHEMBL1098407	914
CHEMBL490	8PR
CHEMBL3628344	3YF
CHEMBL2178647	2F1
CHEMBL1423296	R40
CHEMBL192	VIA
CHEMBL1895913	PXD
CHEMBL1243	BS4
CHEMBL2088120	KRH
CHEMBL3604360	4F0
CHEMBL3741741	DY2
CHEMBL3741741	9XE
CHEMBL442022	PWF
CHEMBL395915	HID
CHEMBL490033	F01
CHEMBL308497	RAI
CHEMBL1271639	E27
CHEMBL411610	K95
CHEMBL84963	0CT
CHEMBL1232829	FRJ
CHEMBL1230407	5FH
CHEMBL1778132	JKV
CHEMBL272690	MBP
CHEMBL3310890	MIF
CHEMBL63902	SD4
CHEMBL3890052	CG7
CHEMBL549695	TTT
CHEMBL16236	9FL
CHEMBL332030	B3Q
CHEMBL470736	027
CHEMBL401772	0YN
CHEMBL1231661	CB4
CHEMBL496574	7X6
CHEMBL1231399	BMQ
CHEMBL593241	61X
CHEMBL2203397	F0D
CHEMBL2177166	7YG
CHEMBL414850	ZYP
CHEMBL1234570	N11
CHEMBL2074655	1YJ
CHEMBL482708	JNF
CHEMBL2037200	9G5
CHEMBL1170072	3X8
CHEMBL228077	DP9
CHEMBL1170126	YVQ
CHEMBL369125	ABX
CHEMBL578512	TOF
CHEMBL96783	XYL
CHEMBL973	A26
CHEMBL7064	537
CHEMBL1230182	3P3
CHEMBL3943758	0S4
CHEMBL475251	585
CHEMBL1229908	2DL
CHEMBL3337541	WVH
CHEMBL1230612	896
CHEMBL1488445	2KU
CHEMBL93247	SCI
CHEMBL501701	HMX
CHEMBL261655	012
CHEMBL66693	DAL
CHEMBL82304	W01
CHEMBL19490	ZOM
CHEMBL1821809	RTM
CHEMBL2181880	0KN
CHEMBL1160571	PPV
CHEMBL99447	PIC
CHEMBL362148	ATQ
CHEMBL2338786	3LD
CHEMBL558337	B5P
CHEMBL1081585	EQV
CHEMBL1762732	0RW
CHEMBL1614763	3O0
CHEMBL401484	L1O
CHEMBL404923	5H1
CHEMBL268246	KNN
CHEMBL1300388	N91
CHEMBL2177665	21O
CHEMBL1093745	A27
CHEMBL204656	ELV
CHEMBL451666	PTU
CHEMBL363847	IHE
CHEMBL3982842	BA8
CHEMBL3613780	4KC
CHEMBL606919	JZO
CHEMBL2087078	573
CHEMBL2171392	S35
CHEMBL112	TYL
CHEMBL2391618	5EZ
CHEMBL1230044	34Q
CHEMBL54976	TRP
CHEMBL3121193	1PV
CHEMBL302376	5N5
CHEMBL1162	NDR
CHEMBL2312189	T7Z
CHEMBL1160358	ATF
CHEMBL115994	09K
CHEMBL9113	MBN
CHEMBL3287849	XO3
CHEMBL371915	AB4
CHEMBL201013	TXF
CHEMBL446991	HOS
CHEMBL53738	20D
CHEMBL3642656	IUL
CHEMBL3769965	4QH
CHEMBL155204	O4B
CHEMBL2070936	0LB
CHEMBL2079130	HKT
CHEMBL2431868	1UT
CHEMBL1162150	ELE
CHEMBL2180030	6TG
CHEMBL221597	CS5
CHEMBL342672	CTA
CHEMBL232566	ME1
CHEMBL1097356	Z75
CHEMBL257975	BG6
CHEMBL2171687	7TQ
CHEMBL454533	0ON
CHEMBL3098609	LTS
CHEMBL151939	M37
CHEMBL573578	0JN
CHEMBL202839	4NH
CHEMBL405973	JPM
CHEMBL50112	61V
CHEMBL19332	XI7
CHEMBL1278177	0GV
CHEMBL1215474	RM8
CHEMBL2314137	RS8
CHEMBL252715	CLQ
CHEMBL1615025	IZG
CHEMBL3780324	5SS
CHEMBL399324	17Y
CHEMBL301370	HBQ
CHEMBL558910	QNB
CHEMBL382311	IZD
CHEMBL3326429	3MH
CHEMBL1229998	2SM
CHEMBL1161227	NOH
CHEMBL1412409	56K
CHEMBL2017557	0G2
CHEMBL1825096	D37
CHEMBL3092523	1VC
CHEMBL505019	24T
CHEMBL2009938	IT2
CHEMBL2431800	F08
CHEMBL186200	NO3
CHEMBL281593	NMG
CHEMBL3545376	5SF
CHEMBL3651314	1G0
CHEMBL3104858	2LC
CHEMBL457	4TX
CHEMBL3426613	QHA
CHEMBL1950957	P9L
CHEMBL507122	28N
CHEMBL303958	NW1
CHEMBL386413	5BT
CHEMBL513300	3J6
CHEMBL1230893	AHN
CHEMBL1916644	E41
CHEMBL661	08H
CHEMBL2158681	3YB
CHEMBL13486	47X
CHEMBL444633	RBT
CHEMBL482693	M42
CHEMBL526688	JI7
CHEMBL589752	HRG
CHEMBL601	FVT
CHEMBL420464	2RA
CHEMBL486146	NDF
CHEMBL3884569	T92
CHEMBL3809656	5OE
CHEMBL380955	N5T
CHEMBL1162297	F2A
CHEMBL3342582	8CF
CHEMBL3589672	4E3
CHEMBL1097142	L8V
CHEMBL510962	3K5
CHEMBL592878	CR6
CHEMBL123978	3MB
CHEMBL14688	MOH
CHEMBL1210359	AA9
CHEMBL594722	GL2
CHEMBL24398	098
CHEMBL2413863	WDX
CHEMBL3544848	D0R
CHEMBL408706	LZZ
CHEMBL2420702	1QN
CHEMBL2178856	2OE
CHEMBL1199364	6D2
CHEMBL3746456	2WX
CHEMBL1945813	GH5
CHEMBL195660	3DH
CHEMBL1352374	K41
CHEMBL3947576	7HM
CHEMBL192311	71F
CHEMBL3797818	67J
CHEMBL3318978	1EQ
CHEMBL1921973	F5N
CHEMBL3775323	5X0
CHEMBL2171447	0VQ
CHEMBL2011983	0KP
CHEMBL450940	041
CHEMBL491104	3YA
CHEMBL2419503	LWW
CHEMBL1615232	SOL
CHEMBL487739	E89
CHEMBL3758336	4ZK
CHEMBL609880	FCA
CHEMBL1462687	0FW
CHEMBL514096	7AL
CHEMBL1233717	J14
CHEMBL1171314	N2D
CHEMBL1835951	1YN
CHEMBL1230227	44D
CHEMBL1230189	3PF
CHEMBL2103869	SXI
CHEMBL1092830	FRS
CHEMBL1231557	C16
CHEMBL567426	YIN
CHEMBL3394386	IVU
CHEMBL3286832	KVC
CHEMBL331237	ZJB
CHEMBL3321925	2RZ
CHEMBL1230350	530
CHEMBL3605057	1FV
CHEMBL237600	LEG
CHEMBL593442	DPT
CHEMBL587764	P2F
CHEMBL1198	PX9
CHEMBL3596584	1EI
CHEMBL184618	NMY
CHEMBL941	STI
CHEMBL1232586	ETE
CHEMBL2426582	1NM
CHEMBL1649730	9UM
CHEMBL3604921	56G
CHEMBL477486	DGT
CHEMBL2431664	AXK
CHEMBL265758	A45
CHEMBL339996	4MB
CHEMBL1200553	CUL
CHEMBL203420	GWJ
CHEMBL230056	K5Y
CHEMBL280978	ZGA
CHEMBL1181633	MGR
CHEMBL1236228	TD4
CHEMBL380373	LIE
CHEMBL1208799	8VC
CHEMBL309804	N2Y
CHEMBL104166	UI1
CHEMBL16751	15W
CHEMBL1199734	UPP
CHEMBL561224	HIE
CHEMBL1673067	Q03
CHEMBL280487	OKA
CHEMBL2315579	10N
CHEMBL1651145	5CJ
CHEMBL454733	YI0
CHEMBL12957	C2A
CHEMBL394429	DT
CHEMBL394429	TMP
CHEMBL76029	L35
CHEMBL3808396	LNZ
CHEMBL583969	A12
CHEMBL583969	AP2
CHEMBL1234724	NHK
CHEMBL14152	EEE
CHEMBL3959972	77X
CHEMBL3310185	20U
CHEMBL459141	ENS
CHEMBL892	1C6
CHEMBL2094666	38D
CHEMBL230011	B6J
CHEMBL459170	PZ2
CHEMBL1231573	C2E
CHEMBL231045	P7Y
CHEMBL384200	AGH
CHEMBL486214	VXX
CHEMBL60254	BA1
CHEMBL410448	SNX
CHEMBL2251810	43W
CHEMBL3939964	6SH
CHEMBL1231545	C00
CHEMBL454123	JB1
CHEMBL1829962	4JQ
CHEMBL1082738	A8B
CHEMBL1230172	3OB
CHEMBL71189	6T4
CHEMBL6215	JND
CHEMBL1233316	HHA
CHEMBL1184537	BVE
CHEMBL497719	MYL
CHEMBL2031219	AA0
CHEMBL1231501	BU2
CHEMBL1615290	XFL
CHEMBL1315670	HQ2
CHEMBL62099	EKK
CHEMBL3342720	FJ5
CHEMBL2115567	DGO
CHEMBL23827	5E4
CHEMBL3582439	4EK
CHEMBL3604701	41Z
CHEMBL29024	U1K
CHEMBL2426588	1NO
CHEMBL60475	ECX
CHEMBL1945701	3SE
CHEMBL348039	7CL
CHEMBL1098685	B48
CHEMBL213969	C1A
CHEMBL309135	8P7
CHEMBL3318499	FDB
CHEMBL2289491	Q9P
CHEMBL1271031	OEU
CHEMBL803	AR3
CHEMBL2030479	N85
CHEMBL609725	N5C
CHEMBL1229742	1IQ
CHEMBL253363	PLO
CHEMBL2180789	67A
CHEMBL2165620	0H6
CHEMBL82202	PLP
CHEMBL139	DIF
CHEMBL1182234	P4P
CHEMBL2338785	2LD
CHEMBL572081	842
CHEMBL569864	Q4A
CHEMBL1231861	CNH
CHEMBL500082	JCL
CHEMBL99889	CHI
CHEMBL188343	AD5
CHEMBL3289672	2V6
CHEMBL233209	AA2
CHEMBL367625	FC8
CHEMBL628	PNX
CHEMBL2407344	1R8
CHEMBL145347	LSD
CHEMBL3093623	8SD
CHEMBL72434	IHG
CHEMBL201856	C5M
CHEMBL1235837	SB1
CHEMBL3963350	5QH
CHEMBL444814	CIR
CHEMBL114957	3SK
CHEMBL40988	K4V
CHEMBL493	08Y
CHEMBL46817	CK8
CHEMBL14173	BE2
CHEMBL116597	53U
CHEMBL319516	876
CHEMBL573077	53V
CHEMBL55659	9TA
CHEMBL1357558	RTZ
CHEMBL3746243	2WZ
CHEMBL25380	6JY
CHEMBL528988	LK2
CHEMBL6804	F03
CHEMBL49120	96M
CHEMBL1639	C41
CHEMBL203569	DT2
CHEMBL369180	CL3
CHEMBL1300875	JHA
CHEMBL513147	LDN
CHEMBL2030402	0SX
CHEMBL1235368	PNK
CHEMBL3577868	519
CHEMBL2324313	28O
CHEMBL3786180	579
CHEMBL103667	B96
CHEMBL1099167	B3U
CHEMBL344115	3VW
CHEMBL1229508	014
CHEMBL1230160	3N3
CHEMBL3400632	5QF
CHEMBL15625	NIE
CHEMBL400520	2SC
CHEMBL182455	O59
CHEMBL394360	8VO
CHEMBL507836	5Y0
CHEMBL541173	OSC
CHEMBL316034	PD2
CHEMBL55612	NVA
CHEMBL3103191	5Y4
CHEMBL1081659	KRP
CHEMBL3125476	X0R
CHEMBL117680	3OP
CHEMBL255489	307
CHEMBL459149	X98
CHEMBL197165	A1A
CHEMBL1897277	0OL
CHEMBL524266	553
CHEMBL492529	J5Z
CHEMBL126726	WRB
CHEMBL3431692	L0R
CHEMBL371115	VBC
CHEMBL3109325	NBH
CHEMBL1079589	QQ1
CHEMBL110458	DGJ
CHEMBL425252	CDP
CHEMBL3786901	5XP
CHEMBL1230231	45C
CHEMBL3785707	56Y
CHEMBL278785	154
CHEMBL1229868	294
CHEMBL1615283	X24
CHEMBL1951264	QMI
CHEMBL3622719	3RB
CHEMBL3799307	5Y6
CHEMBL3297945	2NR
CHEMBL3414628	6D6
CHEMBL1085160	JZW
CHEMBL354739	AO2
CHEMBL1380070	FZM
CHEMBL1782530	UNM
CHEMBL84472	AF
CHEMBL460460	928
CHEMBL1086445	CRD
CHEMBL227954	SY1
CHEMBL3331362	N6P
CHEMBL1082983	HB2
CHEMBL2333418	3TV
CHEMBL245549	MUH
CHEMBL2335154	1H3
CHEMBL2147768	8GX
CHEMBL485285	19B
CHEMBL3736222	57W
CHEMBL403429	VG6
CHEMBL2011154	E2I
CHEMBL144888	ISP
CHEMBL3298269	31W
CHEMBL1232258	DLE
CHEMBL200255	2DD
CHEMBL3353016	3WJ
CHEMBL1234151	M1N
CHEMBL517814	4DG
CHEMBL209740	893
CHEMBL245079	HUB
CHEMBL2071359	8O0
CHEMBL562164	58Z
CHEMBL57053	4CH
CHEMBL10118	FMX
CHEMBL317313	UNV
CHEMBL2325903	933
CHEMBL1234485	MSJ
CHEMBL1914475	ZW3
CHEMBL191146	H16
CHEMBL1184499	PIU
CHEMBL3586663	S85
CHEMBL3586136	4RX
CHEMBL2030558	C88
CHEMBL3799391	UAM
CHEMBL1230319	4PH
CHEMBL607146	JRR
CHEMBL1360349	JHP
CHEMBL2392921	1AY
CHEMBL74078	NPV
CHEMBL779	CIA
CHEMBL2424783	4P8
CHEMBL3957330	7HO
CHEMBL232804	H0K
CHEMBL2333344	FBM
CHEMBL1995703	1M3
CHEMBL549385	J88
CHEMBL119235	3RD
CHEMBL14021	PPI
CHEMBL1230095	3BR
CHEMBL1417210	78Y
CHEMBL2311962	0XB
CHEMBL3220864	2LK
CHEMBL1570500	9X6
CHEMBL3547696	39D
CHEMBL3287907	1IS
CHEMBL590985	COP
CHEMBL1231666	CBC
CHEMBL544	4KS
CHEMBL1336	BAX
CHEMBL151797	QUI
CHEMBL176	9CS
CHEMBL374936	3TP
CHEMBL443064	5PV
CHEMBL157105	ILB
CHEMBL3884179	6Z2
CHEMBL3298266	31V
CHEMBL403673	7X3
CHEMBL206282	5KA
CHEMBL1235832	SAQ
CHEMBL345716	A4C
CHEMBL221046	698
CHEMBL2326359	1EW
CHEMBL230137	P55
CHEMBL19612	SPD
CHEMBL3355186	26N
CHEMBL190883	GKY
CHEMBL1401	NTI
CHEMBL3818314	2DV
CHEMBL3098917	1MX
CHEMBL46085	CTL
CHEMBL90039	BZQ
CHEMBL1234658	NCR
CHEMBL3989972	3K9
CHEMBL419245	WCE
CHEMBL3779908	4JT
CHEMBL2172323	0UU
CHEMBL2043027	0LN
CHEMBL9519	DUD
CHEMBL3233016	W4N
CHEMBL485652	D4T
CHEMBL18893	HTX
CHEMBL255590	2FF
CHEMBL476302	O62
CHEMBL3797905	53Z
CHEMBL3335580	3K1
CHEMBL341260	9MQ
CHEMBL62083	1SQ
CHEMBL1619630	KTR
CHEMBL1231733	CEK
CHEMBL472510	5YI
CHEMBL382201	EIN
CHEMBL3586090	0RT
CHEMBL728	P77
CHEMBL2314198	CJY
CHEMBL1234834	NSA
CHEMBL1213446	1CE
CHEMBL366222	D20
CHEMBL1213467	OXZ
CHEMBL559638	VGI
CHEMBL239800	D7W
CHEMBL3786260	L26
CHEMBL197603	L2G
CHEMBL1157	0L1
CHEMBL591118	B1Q
CHEMBL573975	KNJ
CHEMBL364748	YRG
CHEMBL227075	1YL
CHEMBL84095	BZ2
CHEMBL1606435	GXT
CHEMBL241303	IOG
CHEMBL99203	5ID
CHEMBL507420	R47
CHEMBL94417	DQO
CHEMBL468612	AK8
CHEMBL225569	JZ4
CHEMBL567351	DX6
CHEMBL24510	CQV
CHEMBL1235932	SHG
CHEMBL568202	DX1
CHEMBL1201384	DCT
CHEMBL3330125	953
CHEMBL3544964	6QB
CHEMBL307481	P81
CHEMBL452596	8CA
CHEMBL107251	14W
CHEMBL27843	FTL
CHEMBL1230587	7XY
CHEMBL3125885	1SW
CHEMBL602931	WTI
CHEMBL3401341	70X
CHEMBL3609362	4KM
CHEMBL97797	94W
CHEMBL2098466	ZQC
CHEMBL150824	P9P
CHEMBL449216	4RU
CHEMBL105912	BKZ
CHEMBL1921976	7D6
CHEMBL3774855	82O
CHEMBL513225	PYU
CHEMBL3314206	6FP
CHEMBL1408855	ODH
CHEMBL3087808	ZN4
CHEMBL2179382	14X
CHEMBL3813846	69F
CHEMBL3287735	A9G
CHEMBL515916	SNT
CHEMBL1231066	ASH
CHEMBL3798448	5MQ
CHEMBL549340	ZZ4
CHEMBL3134157	GYR
CHEMBL1098319	COM
CHEMBL352219	IBO
CHEMBL583144	LWG
CHEMBL1940244	3RW
CHEMBL1230438	5SD
CHEMBL284939	750
CHEMBL2010993	EWZ
CHEMBL505348	ARA
CHEMBL252036	URT
CHEMBL3580669	4TW
CHEMBL1470357	3Y7
CHEMBL1230565	7GP
CHEMBL3120317	LSJ
CHEMBL3265155	F61
CHEMBL3613789	5A0
CHEMBL3039600	03S
CHEMBL584384	6LP
CHEMBL1207915	SQD
CHEMBL425723	GB1
CHEMBL43719	HPL
CHEMBL2177219	048
CHEMBL438303	P44
CHEMBL3753082	6B2
CHEMBL273101	G12
CHEMBL605021	F1X
CHEMBL49935	7CY
CHEMBL1233056	GL3
CHEMBL442915	MML
CHEMBL391640	701
CHEMBL3906778	0BW
CHEMBL171281	DCY
CHEMBL3908487	6G9
CHEMBL210952	P9N
CHEMBL259783	C1Q
CHEMBL1160294	2P0
CHEMBL1615216	S82
CHEMBL3763540	5RA
CHEMBL1087397	831
CHEMBL1185321	04G
CHEMBL1430	LEI
CHEMBL3109188	Q16
CHEMBL2347204	1H7
CHEMBL3990355	W7O
CHEMBL190170	H20
CHEMBL54440	2UO
CHEMBL413965	BP4
CHEMBL1615275	W14
CHEMBL3978318	M52
CHEMBL216733	1FD
CHEMBL1233940	L75
CHEMBL257626	MCG
CHEMBL2153191	14M
